Article_Title,Author,Year,Description,Revue,Volume,Number,Pages
Distribution of GABA immunoreactive systems in the forebrain and midbrain of the chameleon,Mohamed Bennis,1991,"Brain research bulletin 26 (6), 891-898, 1991",Brain research bulletin,26,6,891-898
Role of the calcium modulated cyclases in the development of the retinal projections,X Nicol,2006,"European Journal of Neuroscience 24 (12), 3401-3414, 2006",European Journal of Neuroscience,24,12,3401-3414
Role of the calcium modulated cyclases in the development of the retinal projections,M Bennis,2006,"European Journal of Neuroscience 24 (12), 3401-3414, 2006",European Journal of Neuroscience,24,12,3401-3414
Role of the calcium modulated cyclases in the development of the retinal projections,Y Ishikawa,2006,"European Journal of Neuroscience 24 (12), 3401-3414, 2006",European Journal of Neuroscience,24,12,3401-3414
Role of the calcium modulated cyclases in the development of the retinal projections,GCK Chan,2006,"European Journal of Neuroscience 24 (12), 3401-3414, 2006",European Journal of Neuroscience,24,12,3401-3414
Role of the calcium modulated cyclases in the development of the retinal projections,J Repérant,2006,"European Journal of Neuroscience 24 (12), 3401-3414, 2006",European Journal of Neuroscience,24,12,3401-3414
Role of the calcium modulated cyclases in the development of the retinal projections,DR Storm,2006,"European Journal of Neuroscience 24 (12), 3401-3414, 2006",European Journal of Neuroscience,24,12,3401-3414
Existence of a GnRH immunoreactive nucleus in the dorsal midbrain tegmentum of the chameleon,M Bennis,1989,"General and comparative endocrinology 75 (2), 195-203, 1989",General and comparative endocrinology,75,2,195-203
Existence of a GnRH immunoreactive nucleus in the dorsal midbrain tegmentum of the chameleon,P Dubourg,1989,"General and comparative endocrinology 75 (2), 195-203, 1989",General and comparative endocrinology,75,2,195-203
Existence of a GnRH immunoreactive nucleus in the dorsal midbrain tegmentum of the chameleon,H Gamrani,1989,"General and comparative endocrinology 75 (2), 195-203, 1989",General and comparative endocrinology,75,2,195-203
Existence of a GnRH immunoreactive nucleus in the dorsal midbrain tegmentum of the chameleon,A Calas,1989,"General and comparative endocrinology 75 (2), 195-203, 1989",General and comparative endocrinology,75,2,195-203
Existence of a GnRH immunoreactive nucleus in the dorsal midbrain tegmentum of the chameleon,O Kah,1989,"General and comparative endocrinology 75 (2), 195-203, 1989",General and comparative endocrinology,75,2,195-203
Existence of a GnRH immunoreactive nucleus in the dorsal midbrain tegmentum of the chameleon,Mohamed Bennis,1989,"General and comparative endocrinology 75 (2), 195-203, 1989",General and comparative endocrinology,75,2,195-203
Mice lacking Period 1 and Period 2 circadian clock genes exhibit blue cone photoreceptor defects,O Ait‐Hmyed,2013,"European Journal of Neuroscience 37 (7), 1048-1060, 2013",European Journal of Neuroscience,37,7,1048-1060
Mice lacking Period 1 and Period 2 circadian clock genes exhibit blue cone photoreceptor defects,MP Felder‐Schmittbuhl,2013,"European Journal of Neuroscience 37 (7), 1048-1060, 2013",European Journal of Neuroscience,37,7,1048-1060
Mice lacking Period 1 and Period 2 circadian clock genes exhibit blue cone photoreceptor defects,M Garcia‐Garrido,2013,"European Journal of Neuroscience 37 (7), 1048-1060, 2013",European Journal of Neuroscience,37,7,1048-1060
Mice lacking Period 1 and Period 2 circadian clock genes exhibit blue cone photoreceptor defects,S Beck,2013,"European Journal of Neuroscience 37 (7), 1048-1060, 2013",European Journal of Neuroscience,37,7,1048-1060
Mice lacking Period 1 and Period 2 circadian clock genes exhibit blue cone photoreceptor defects,C Seide,2013,"European Journal of Neuroscience 37 (7), 1048-1060, 2013",European Journal of Neuroscience,37,7,1048-1060
Sensorimotor cortex projections to the ventrolateral and the dorsomedial medulla oblongata in the rat,SB M'hamed,1993,"Neuroscience letters 164 (1-2), 195-198, 1993",Neuroscience letters,164,1-2,195-198
Sensorimotor cortex projections to the ventrolateral and the dorsomedial medulla oblongata in the rat,H Sequeira,1993,"Neuroscience letters 164 (1-2), 195-198, 1993",Neuroscience letters,164,1-2,195-198
Sensorimotor cortex projections to the ventrolateral and the dorsomedial medulla oblongata in the rat,P Poulain,1993,"Neuroscience letters 164 (1-2), 195-198, 1993",Neuroscience letters,164,1-2,195-198
Sensorimotor cortex projections to the ventrolateral and the dorsomedial medulla oblongata in the rat,M Bennis,1993,"Neuroscience letters 164 (1-2), 195-198, 1993",Neuroscience letters,164,1-2,195-198
Sensorimotor cortex projections to the ventrolateral and the dorsomedial medulla oblongata in the rat,JC Roy,1993,"Neuroscience letters 164 (1-2), 195-198, 1993",Neuroscience letters,164,1-2,195-198
Sensorimotor cortex projections to the ventrolateral and the dorsomedial medulla oblongata in the rat,Mohamed Bennis,1993,"Neuroscience letters 164 (1-2), 195-198, 1993",Neuroscience letters,164,1-2,195-198
"The distribution of 5-HT immunoreactive systems in the brain of a saurian, the chameleon.",M Bennis,1990,"Journal fur Hirnforschung 31 (5), 563-574, 1990",Journal fur Hirnforschung,31,5,563-574
"The distribution of 5-HT immunoreactive systems in the brain of a saurian, the chameleon.",H Gamrani,1990,"Journal fur Hirnforschung 31 (5), 563-574, 1990",Journal fur Hirnforschung,31,5,563-574
"The distribution of 5-HT immunoreactive systems in the brain of a saurian, the chameleon.",M Geffard,1990,"Journal fur Hirnforschung 31 (5), 563-574, 1990",Journal fur Hirnforschung,31,5,563-574
"The distribution of 5-HT immunoreactive systems in the brain of a saurian, the chameleon.",A Calas,1990,"Journal fur Hirnforschung 31 (5), 563-574, 1990",Journal fur Hirnforschung,31,5,563-574
"The distribution of 5-HT immunoreactive systems in the brain of a saurian, the chameleon.",O Kah,1990,"Journal fur Hirnforschung 31 (5), 563-574, 1990",Journal fur Hirnforschung,31,5,563-574
"The distribution of 5-HT immunoreactive systems in the brain of a saurian, the chameleon.",Mohamed Bennis,1990,"Journal fur Hirnforschung 31 (5), 563-574, 1990",Journal fur Hirnforschung,31,5,563-574
The developmental neurobehavioral effects of fenugreek seeds on prenatally exposed mice,L Khalki,2012,"Journal of ethnopharmacology 139 (2), 672-677, 2012",Journal of ethnopharmacology,139,2,672-677
The developmental neurobehavioral effects of fenugreek seeds on prenatally exposed mice,M Bennis,2012,"Journal of ethnopharmacology 139 (2), 672-677, 2012",Journal of ethnopharmacology,139,2,672-677
The developmental neurobehavioral effects of fenugreek seeds on prenatally exposed mice,Z Sokar,2012,"Journal of ethnopharmacology 139 (2), 672-677, 2012",Journal of ethnopharmacology,139,2,672-677
The developmental neurobehavioral effects of fenugreek seeds on prenatally exposed mice,S Ba-M’hamed,2012,"Journal of ethnopharmacology 139 (2), 672-677, 2012",Journal of ethnopharmacology,139,2,672-677
The developmental neurobehavioral effects of fenugreek seeds on prenatally exposed mice,Mohamed Bennis,2012,"Journal of ethnopharmacology 139 (2), 672-677, 2012",Journal of ethnopharmacology,139,2,672-677
Diabetic retinopathy alters light-induced clock gene expression and dopamine levels in the mouse retina,H Lahouaoui,2016,"Molecular vision 22, 959, 2016",Molecular vision,22,,959
Diabetic retinopathy alters light-induced clock gene expression and dopamine levels in the mouse retina,C Coutanson,2016,"Molecular vision 22, 959, 2016",Molecular vision,22,,959
Diabetic retinopathy alters light-induced clock gene expression and dopamine levels in the mouse retina,HM Cooper,2016,"Molecular vision 22, 959, 2016",Molecular vision,22,,959
Diabetic retinopathy alters light-induced clock gene expression and dopamine levels in the mouse retina,M Bennis,2016,"Molecular vision 22, 959, 2016",Molecular vision,22,,959
Diabetic retinopathy alters light-induced clock gene expression and dopamine levels in the mouse retina,O Dkhissi-Benyahya,2016,"Molecular vision 22, 959, 2016",Molecular vision,22,,959
Diabetic retinopathy alters light-induced clock gene expression and dopamine levels in the mouse retina,Mohamed Bennis,2016,"Molecular vision 22, 959, 2016",Molecular vision,22,,959
Behavioral and cognitive changes after early postnatal lesions of the rat mediodorsal thalamus,Z Ouhaz,2015,"Behavioural brain research 292, 219-232, 2015",Behavioural brain research,292,,219-232
Behavioral and cognitive changes after early postnatal lesions of the rat mediodorsal thalamus,S Ba-M’hamed,2015,"Behavioural brain research 292, 219-232, 2015",Behavioural brain research,292,,219-232
Behavioral and cognitive changes after early postnatal lesions of the rat mediodorsal thalamus,AS Mitchell,2015,"Behavioural brain research 292, 219-232, 2015",Behavioural brain research,292,,219-232
Behavioral and cognitive changes after early postnatal lesions of the rat mediodorsal thalamus,A Elidrissi,2015,"Behavioural brain research 292, 219-232, 2015",Behavioural brain research,292,,219-232
Behavioral and cognitive changes after early postnatal lesions of the rat mediodorsal thalamus,M Bennis,2015,"Behavioural brain research 292, 219-232, 2015",Behavioural brain research,292,,219-232
Behavioral and cognitive changes after early postnatal lesions of the rat mediodorsal thalamus,Mohamed Bennis,2015,"Behavioural brain research 292, 219-232, 2015",Behavioural brain research,292,,219-232
Clock genes and behavioral responses to light are altered in a mouse model of diabetic retinopathy,H Lahouaoui,2014,"PLoS One 9 (7), e101584, 2014",PLoS One,9,7,e101584
Clock genes and behavioral responses to light are altered in a mouse model of diabetic retinopathy,C Coutanson,2014,"PLoS One 9 (7), e101584, 2014",PLoS One,9,7,e101584
Clock genes and behavioral responses to light are altered in a mouse model of diabetic retinopathy,HM Cooper,2014,"PLoS One 9 (7), e101584, 2014",PLoS One,9,7,e101584
Clock genes and behavioral responses to light are altered in a mouse model of diabetic retinopathy,M Bennis,2014,"PLoS One 9 (7), e101584, 2014",PLoS One,9,7,e101584
Clock genes and behavioral responses to light are altered in a mouse model of diabetic retinopathy,O Dkhissi-Benyahya,2014,"PLoS One 9 (7), e101584, 2014",PLoS One,9,7,e101584
Clock genes and behavioral responses to light are altered in a mouse model of diabetic retinopathy,Mohamed Bennis,2014,"PLoS One 9 (7), e101584, 2014",PLoS One,9,7,e101584
Microstructure and physical properties of lime-clayey adobe bricks,Y Millogo,2008,"Construction and Building Materials 22 (12), 2386-2392, 2008",Construction and Building Materials,22,12,2386-2392
Microstructure and physical properties of lime-clayey adobe bricks,M Hajjaji,2008,"Construction and Building Materials 22 (12), 2386-2392, 2008",Construction and Building Materials,22,12,2386-2392
Microstructure and physical properties of lime-clayey adobe bricks,R Ouedraogo,2008,"Construction and Building Materials 22 (12), 2386-2392, 2008",Construction and Building Materials,22,12,2386-2392
Microstructure and physical properties of lime-clayey adobe bricks,M. Hajjaji,2008,"Construction and Building Materials 22 (12), 2386-2392, 2008",Construction and Building Materials,22,12,2386-2392
Mineralogy and firing characteristics of a clay from the valley of Ourika (Morocco),M Hajjaji,2002,"Applied Clay Science 21 (3-4), 203-212, 2002",Applied Clay Science,21,3-4,203-212
Mineralogy and firing characteristics of a clay from the valley of Ourika (Morocco),S Kacim,2002,"Applied Clay Science 21 (3-4), 203-212, 2002",Applied Clay Science,21,3-4,203-212
Mineralogy and firing characteristics of a clay from the valley of Ourika (Morocco),M Boulmane,2002,"Applied Clay Science 21 (3-4), 203-212, 2002",Applied Clay Science,21,3-4,203-212
Mineralogy and firing characteristics of a clay from the valley of Ourika (Morocco),M. Hajjaji,2002,"Applied Clay Science 21 (3-4), 203-212, 2002",Applied Clay Science,21,3-4,203-212
Removal of methylene blue from aqueous solution by fibrous clay minerals,M Hajjaji,2006,"Journal of hazardous materials 135 (1-3), 188-192, 2006",Journal of hazardous materials,135,1-3,188-192
Removal of methylene blue from aqueous solution by fibrous clay minerals,A Alami,2006,"Journal of hazardous materials 135 (1-3), 188-192, 2006",Journal of hazardous materials,135,1-3,188-192
Removal of methylene blue from aqueous solution by fibrous clay minerals,A El Bouadili,2006,"Journal of hazardous materials 135 (1-3), 188-192, 2006",Journal of hazardous materials,135,1-3,188-192
Removal of methylene blue from aqueous solution by fibrous clay minerals,M. Hajjaji,2006,"Journal of hazardous materials 135 (1-3), 188-192, 2006",Journal of hazardous materials,135,1-3,188-192
Adsorption of methylene blue and zinc ions on raw and acid-activated bentonite from Morocco,M Hajjaji,2009,"Applied Clay Science 46 (4), 418-421, 2009",Applied Clay Science,46,4,418-421
Adsorption of methylene blue and zinc ions on raw and acid-activated bentonite from Morocco,H El Arfaoui,2009,"Applied Clay Science 46 (4), 418-421, 2009",Applied Clay Science,46,4,418-421
Adsorption of methylene blue and zinc ions on raw and acid-activated bentonite from Morocco,M. Hajjaji,2009,"Applied Clay Science 46 (4), 418-421, 2009",Applied Clay Science,46,4,418-421
Chemical and mineralogical characterization of a clay taken from the Moroccan Meseta and a study of the interaction between its fine fraction and methylene blue,M Hajjaji,2001,"applied clay science 20 (1-2), 1-12, 2001",applied clay science,20,1-2,1-12
Chemical and mineralogical characterization of a clay taken from the Moroccan Meseta and a study of the interaction between its fine fraction and methylene blue,S Kacim,2001,"applied clay science 20 (1-2), 1-12, 2001",applied clay science,20,1-2,1-12
Chemical and mineralogical characterization of a clay taken from the Moroccan Meseta and a study of the interaction between its fine fraction and methylene blue,A Alami,2001,"applied clay science 20 (1-2), 1-12, 2001",applied clay science,20,1-2,1-12
Chemical and mineralogical characterization of a clay taken from the Moroccan Meseta and a study of the interaction between its fine fraction and methylene blue,A El Bouadili,2001,"applied clay science 20 (1-2), 1-12, 2001",applied clay science,20,1-2,1-12
Chemical and mineralogical characterization of a clay taken from the Moroccan Meseta and a study of the interaction between its fine fraction and methylene blue,M El Mountassir,2001,"applied clay science 20 (1-2), 1-12, 2001",applied clay science,20,1-2,1-12
Chemical and mineralogical characterization of a clay taken from the Moroccan Meseta and a study of the interaction between its fine fraction and methylene blue,M. Hajjaji,2001,"applied clay science 20 (1-2), 1-12, 2001",applied clay science,20,1-2,1-12
Phosphate sludge: thermal transformation and use as lightweight aggregate material,M Loutou,2013,"Journal of environmental management 130, 354-360, 2013",Journal of environmental management,130,,354-360
Phosphate sludge: thermal transformation and use as lightweight aggregate material,M Hajjaji,2013,"Journal of environmental management 130, 354-360, 2013",Journal of environmental management,130,,354-360
Phosphate sludge: thermal transformation and use as lightweight aggregate material,M Mansori,2013,"Journal of environmental management 130, 354-360, 2013",Journal of environmental management,130,,354-360
Phosphate sludge: thermal transformation and use as lightweight aggregate material,C Favotto,2013,"Journal of environmental management 130, 354-360, 2013",Journal of environmental management,130,,354-360
Phosphate sludge: thermal transformation and use as lightweight aggregate material,R Hakkou,2013,"Journal of environmental management 130, 354-360, 2013",Journal of environmental management,130,,354-360
Phosphate sludge: thermal transformation and use as lightweight aggregate material,M. Hajjaji,2013,"Journal of environmental management 130, 354-360, 2013",Journal of environmental management,130,,354-360
"Physical properties, microstructure and mineralogy of termite mound material considered as construction materials",Y Millogo,2011,"Applied Clay Science 52 (1-2), 160-164, 2011",Applied Clay Science,52,1-2,160-164
"Physical properties, microstructure and mineralogy of termite mound material considered as construction materials",M Hajjaji,2011,"Applied Clay Science 52 (1-2), 160-164, 2011",Applied Clay Science,52,1-2,160-164
"Physical properties, microstructure and mineralogy of termite mound material considered as construction materials",JC Morel,2011,"Applied Clay Science 52 (1-2), 160-164, 2011",Applied Clay Science,52,1-2,160-164
"Physical properties, microstructure and mineralogy of termite mound material considered as construction materials",M. Hajjaji,2011,"Applied Clay Science 52 (1-2), 160-164, 2011",Applied Clay Science,52,1-2,160-164
A Chloritic-illitic clay from Morocco: Temperature–time–transformation and neoformation,A Khalfaoui,2009,"Applied Clay Science 45 (1-2), 83-89, 2009",Applied Clay Science,45,1-2,83-89
A Chloritic-illitic clay from Morocco: Temperature–time–transformation and neoformation,M Hajjaji,2009,"Applied Clay Science 45 (1-2), 83-89, 2009",Applied Clay Science,45,1-2,83-89
A Chloritic-illitic clay from Morocco: Temperature–time–transformation and neoformation,M. Hajjaji,2009,"Applied Clay Science 45 (1-2), 83-89, 2009",Applied Clay Science,45,1-2,83-89
Effects of two mixtures of kaolin-talc-bauxite and firing temperatures on the characteristics of cordierite-based ceramics,D Njoya,2016,"Journal of Building Engineering 8, 99-106, 2016",Journal of Building Engineering,8,,99-106
Effects of two mixtures of kaolin-talc-bauxite and firing temperatures on the characteristics of cordierite-based ceramics,A Elimbi,2016,"Journal of Building Engineering 8, 99-106, 2016",Journal of Building Engineering,8,,99-106
Effects of two mixtures of kaolin-talc-bauxite and firing temperatures on the characteristics of cordierite-based ceramics,D Fouejio,2016,"Journal of Building Engineering 8, 99-106, 2016",Journal of Building Engineering,8,,99-106
Effects of two mixtures of kaolin-talc-bauxite and firing temperatures on the characteristics of cordierite-based ceramics,M Hajjaji,2016,"Journal of Building Engineering 8, 99-106, 2016",Journal of Building Engineering,8,,99-106
Effects of two mixtures of kaolin-talc-bauxite and firing temperatures on the characteristics of cordierite-based ceramics,M. Hajjaji,2016,"Journal of Building Engineering 8, 99-106, 2016",Journal of Building Engineering,8,,99-106
Effects of some processing factors on technical properties of a clay-based ceramic material,D Njoya,2012,"Applied Clay Science 65, 106-113, 2012",Applied Clay Science,65,,106-113
Effects of some processing factors on technical properties of a clay-based ceramic material,M Hajjaji,2012,"Applied Clay Science 65, 106-113, 2012",Applied Clay Science,65,,106-113
Effects of some processing factors on technical properties of a clay-based ceramic material,D Njopwouo,2012,"Applied Clay Science 65, 106-113, 2012",Applied Clay Science,65,,106-113
Effects of some processing factors on technical properties of a clay-based ceramic material,M. Hajjaji,2012,"Applied Clay Science 65, 106-113, 2012",Applied Clay Science,65,,106-113
Cement-lateritic gravels mixtures: Microstructure and strength characteristics,Y Millogo,2008,"Construction and building materials 22 (10), 2078-2086, 2008",Construction and building materials,22,10,2078-2086
Cement-lateritic gravels mixtures: Microstructure and strength characteristics,M Hajjaji,2008,"Construction and building materials 22 (10), 2078-2086, 2008",Construction and building materials,22,10,2078-2086
Cement-lateritic gravels mixtures: Microstructure and strength characteristics,R Ouedraogo,2008,"Construction and building materials 22 (10), 2078-2086, 2008",Construction and building materials,22,10,2078-2086
Cement-lateritic gravels mixtures: Microstructure and strength characteristics,M Gomina,2008,"Construction and building materials 22 (10), 2078-2086, 2008",Construction and building materials,22,10,2078-2086
Cement-lateritic gravels mixtures: Microstructure and strength characteristics,M. Hajjaji,2008,"Construction and building materials 22 (10), 2078-2086, 2008",Construction and building materials,22,10,2078-2086
Sintering mechanism and ceramic phases of an illitic–chloritic raw clay,A Khalfaoui,2006,"Journal of the European Ceramic Society 26 (1-2), 161-167, 2006",Journal of the European Ceramic Society,26,1-2,161-167
Sintering mechanism and ceramic phases of an illitic–chloritic raw clay,S Kacim,2006,"Journal of the European Ceramic Society 26 (1-2), 161-167, 2006",Journal of the European Ceramic Society,26,1-2,161-167
Sintering mechanism and ceramic phases of an illitic–chloritic raw clay,M Hajjaji,2006,"Journal of the European Ceramic Society 26 (1-2), 161-167, 2006",Journal of the European Ceramic Society,26,1-2,161-167
Sintering mechanism and ceramic phases of an illitic–chloritic raw clay,M. Hajjaji,2006,"Journal of the European Ceramic Society 26 (1-2), 161-167, 2006",Journal of the European Ceramic Society,26,1-2,161-167
Effects of the experimental factors on the microstructure and the properties of cured alkali-activated heated clay,K El Hafid,2015,"Applied Clay Science 116, 202-210, 2015",Applied Clay Science,116,,202-210
Effects of the experimental factors on the microstructure and the properties of cured alkali-activated heated clay,M Hajjaji,2015,"Applied Clay Science 116, 202-210, 2015",Applied Clay Science,116,,202-210
Effects of the experimental factors on the microstructure and the properties of cured alkali-activated heated clay,M. Hajjaji,2015,"Applied Clay Science 116, 202-210, 2015",Applied Clay Science,116,,202-210
Influence of NaOH concentration on microstructure and properties of cured alkali-activated calcined clay,K El Hafid,2017,"Journal of Building Engineering 11, 158-165, 2017",Journal of Building Engineering,11,,158-165
Influence of NaOH concentration on microstructure and properties of cured alkali-activated calcined clay,M Hajjaji,2017,"Journal of Building Engineering 11, 158-165, 2017",Journal of Building Engineering,11,,158-165
Influence of NaOH concentration on microstructure and properties of cured alkali-activated calcined clay,H El Hafid,2017,"Journal of Building Engineering 11, 158-165, 2017",Journal of Building Engineering,11,,158-165
Influence of NaOH concentration on microstructure and properties of cured alkali-activated calcined clay,M. Hajjaji,2017,"Journal of Building Engineering 11, 158-165, 2017",Journal of Building Engineering,11,,158-165
Evaluation of the simultaneous effects of firing cycle parameters on technological properties and ceramic suitability of a raw clay using the response surface methodology,A Khalfaoui,2006,"Journal of the American Ceramic Society 89 (5), 1563-1567, 2006",Journal of the American Ceramic Society,89,5,1563-1567
Evaluation of the simultaneous effects of firing cycle parameters on technological properties and ceramic suitability of a raw clay using the response surface methodology,M Hajjaji,2006,"Journal of the American Ceramic Society 89 (5), 1563-1567, 2006",Journal of the American Ceramic Society,89,5,1563-1567
Evaluation of the simultaneous effects of firing cycle parameters on technological properties and ceramic suitability of a raw clay using the response surface methodology,S Kacim,2006,"Journal of the American Ceramic Society 89 (5), 1563-1567, 2006",Journal of the American Ceramic Society,89,5,1563-1567
Evaluation of the simultaneous effects of firing cycle parameters on technological properties and ceramic suitability of a raw clay using the response surface methodology,A Baçaoui,2006,"Journal of the American Ceramic Society 89 (5), 1563-1567, 2006",Journal of the American Ceramic Society,89,5,1563-1567
Evaluation of the simultaneous effects of firing cycle parameters on technological properties and ceramic suitability of a raw clay using the response surface methodology,M. Hajjaji,2006,"Journal of the American Ceramic Society 89 (5), 1563-1567, 2006",Journal of the American Ceramic Society,89,5,1563-1567
"A calcareous clay from Tamesloht (Al Haouz, Morocco): Properties and thermal transformations",M Hajjaji,2011,"Applied clay science 51 (4), 507-510, 2011",Applied clay science,51,4,507-510
"A calcareous clay from Tamesloht (Al Haouz, Morocco): Properties and thermal transformations",H Mezouari,2011,"Applied clay science 51 (4), 507-510, 2011",Applied clay science,51,4,507-510
"A calcareous clay from Tamesloht (Al Haouz, Morocco): Properties and thermal transformations",M. Hajjaji,2011,"Applied clay science 51 (4), 507-510, 2011",Applied clay science,51,4,507-510
Clay-calcite mixes: sintering and phase formation,M Hajjaji,2004,"British ceramic transactions 103 (1), 29-32, 2004",British ceramic transactions,103,1,29-32
Clay-calcite mixes: sintering and phase formation,S Kacim,2004,"British ceramic transactions 103 (1), 29-32, 2004",British ceramic transactions,103,1,29-32
Clay-calcite mixes: sintering and phase formation,M. Hajjaji,2004,"British ceramic transactions 103 (1), 29-32, 2004",British ceramic transactions,103,1,29-32
Dendrimers and hyper-branched polymers interacting with clays: fruitful associations for functional materials,AM Caminade,2019,"Journal of Materials Chemistry A 7 (34), 19634-19650, 2019",Journal of Materials Chemistry A,7,34,19634-19650
Dendrimers and hyper-branched polymers interacting with clays: fruitful associations for functional materials,A Beraa,2019,"Journal of Materials Chemistry A 7 (34), 19634-19650, 2019",Journal of Materials Chemistry A,7,34,19634-19650
Dendrimers and hyper-branched polymers interacting with clays: fruitful associations for functional materials,R Laurent,2019,"Journal of Materials Chemistry A 7 (34), 19634-19650, 2019",Journal of Materials Chemistry A,7,34,19634-19650
Dendrimers and hyper-branched polymers interacting with clays: fruitful associations for functional materials,B Delavaux-Nicot,2019,"Journal of Materials Chemistry A 7 (34), 19634-19650, 2019",Journal of Materials Chemistry A,7,34,19634-19650
Dendrimers and hyper-branched polymers interacting with clays: fruitful associations for functional materials,M Hajjaji,2019,"Journal of Materials Chemistry A 7 (34), 19634-19650, 2019",Journal of Materials Chemistry A,7,34,19634-19650
Dendrimers and hyper-branched polymers interacting with clays: fruitful associations for functional materials,M. Hajjaji,2019,"Journal of Materials Chemistry A 7 (34), 19634-19650, 2019",Journal of Materials Chemistry A,7,34,19634-19650
Microstructural characterisation and physical properties of cured thermally activated clay-lime blends,Y Mleza,2012,"Construction and Building Materials 26 (1), 226-232, 2012",Construction and Building Materials,26,1,226-232
Microstructural characterisation and physical properties of cured thermally activated clay-lime blends,M Hajjaji,2012,"Construction and Building Materials 26 (1), 226-232, 2012",Construction and Building Materials,26,1,226-232
Microstructural characterisation and physical properties of cured thermally activated clay-lime blends,M. Hajjaji,2012,"Construction and Building Materials 26 (1), 226-232, 2012",Construction and Building Materials,26,1,226-232
Microstructural characterization and influence of manufacturing parameters on technological properties of vitreous ceramic materials,D Njoya,2010,"Materials characterization 61 (3), 289-295, 2010",Materials characterization,61,3,289-295
Microstructural characterization and influence of manufacturing parameters on technological properties of vitreous ceramic materials,M Hajjaji,2010,"Materials characterization 61 (3), 289-295, 2010",Materials characterization,61,3,289-295
Microstructural characterization and influence of manufacturing parameters on technological properties of vitreous ceramic materials,A Baçaoui,2010,"Materials characterization 61 (3), 289-295, 2010",Materials characterization,61,3,289-295
Microstructural characterization and influence of manufacturing parameters on technological properties of vitreous ceramic materials,D Njopwouo,2010,"Materials characterization 61 (3), 289-295, 2010",Materials characterization,61,3,289-295
Microstructural characterization and influence of manufacturing parameters on technological properties of vitreous ceramic materials,M. Hajjaji,2010,"Materials characterization 61 (3), 289-295, 2010",Materials characterization,61,3,289-295
Experimental and theoretical study of a humidification-dehumidification water desalination system using solar energy,J Orfi,2004,"Desalination 168, 151-159, 2004",Desalination,168,,151-159
Experimental and theoretical study of a humidification-dehumidification water desalination system using solar energy,M Laplante,2004,"Desalination 168, 151-159, 2004",Desalination,168,,151-159
Experimental and theoretical study of a humidification-dehumidification water desalination system using solar energy,H Marmouch,2004,"Desalination 168, 151-159, 2004",Desalination,168,,151-159
Experimental and theoretical study of a humidification-dehumidification water desalination system using solar energy,N Galanis,2004,"Desalination 168, 151-159, 2004",Desalination,168,,151-159
Experimental and theoretical study of a humidification-dehumidification water desalination system using solar energy,B Benhamou,2004,"Desalination 168, 151-159, 2004",Desalination,168,,151-159
Experimental and theoretical study of a humidification-dehumidification water desalination system using solar energy,SB Nasrallah,2004,"Desalination 168, 151-159, 2004",Desalination,168,,151-159
Experimental and numerical study of an earth-to-air heat exchanger for air cooling in a residential building in hot semi-arid climate,M Khabbaz,2016,"Energy and Buildings 125, 109-121, 2016",Energy and Buildings,125,,109-121
Experimental and numerical study of an earth-to-air heat exchanger for air cooling in a residential building in hot semi-arid climate,B Benhamou,2016,"Energy and Buildings 125, 109-121, 2016",Energy and Buildings,125,,109-121
Experimental and numerical study of an earth-to-air heat exchanger for air cooling in a residential building in hot semi-arid climate,K Limam,2016,"Energy and Buildings 125, 109-121, 2016",Energy and Buildings,125,,109-121
Experimental and numerical study of an earth-to-air heat exchanger for air cooling in a residential building in hot semi-arid climate,P Hollmuller,2016,"Energy and Buildings 125, 109-121, 2016",Energy and Buildings,125,,109-121
Experimental and numerical study of an earth-to-air heat exchanger for air cooling in a residential building in hot semi-arid climate,H Hamdi,2016,"Energy and Buildings 125, 109-121, 2016",Energy and Buildings,125,,109-121
Experimental and numerical study of an earth-to-air heat exchanger for air cooling in a residential building in hot semi-arid climate,A Bennouna,2016,"Energy and Buildings 125, 109-121, 2016",Energy and Buildings,125,,109-121
Experimental and numerical study of an earth-to-air heat exchanger for air cooling in a residential building in hot semi-arid climate,Brahim Benhamou,2016,"Energy and Buildings 125, 109-121, 2016",Energy and Buildings,125,,109-121
Thermomechanical characterization of a bio-composite building material: Mortar reinforced with date palm fibers mesh,M Boumhaout,2017,"Construction and Building Materials 135, 241-250, 2017",Construction and Building Materials,135,,241-250
Thermomechanical characterization of a bio-composite building material: Mortar reinforced with date palm fibers mesh,L Boukhattem,2017,"Construction and Building Materials 135, 241-250, 2017",Construction and Building Materials,135,,241-250
Thermomechanical characterization of a bio-composite building material: Mortar reinforced with date palm fibers mesh,H Hamdi,2017,"Construction and Building Materials 135, 241-250, 2017",Construction and Building Materials,135,,241-250
Thermomechanical characterization of a bio-composite building material: Mortar reinforced with date palm fibers mesh,B Benhamou,2017,"Construction and Building Materials 135, 241-250, 2017",Construction and Building Materials,135,,241-250
Thermomechanical characterization of a bio-composite building material: Mortar reinforced with date palm fibers mesh,FA Nouh,2017,"Construction and Building Materials 135, 241-250, 2017",Construction and Building Materials,135,,241-250
Thermomechanical characterization of a bio-composite building material: Mortar reinforced with date palm fibers mesh,Brahim Benhamou,2017,"Construction and Building Materials 135, 241-250, 2017",Construction and Building Materials,135,,241-250
Laminar mixed convection of humid air in a vertical channel with evaporation or condensation at the wall,ZA Hammou,2004,"International Journal of Thermal Sciences 43 (6), 531-539, 2004",International Journal of Thermal Sciences,43,6,531-539
